"Cluster","TimeID","lon","lat"
411,28305,14.3207046567054,121.020672728811
318,28304,49.8920931931551,-123.506401943573
172,28303,14.774362797771,121.021403303704
36,28302,13.8118481477506,100.552749919651
392,28301,13.7884598643142,121.292624078926
45,28300,22.6469132238192,113.777462813738
189,28298,38.2073927431229,-121.343096687839
225,28296,53.048182379123,-113.342169431562
27,28295,14.5775796702768,121.036573819367
78,28294,49.4823974793453,-98.4821226361275
142,28293,14.3220649256914,122.385804792541
101,28292,1.37282528850352,103.83369487207
301,28287,36.1848879397767,-95.11715063737
390,28284,10.5857644738292,123.453915891888
180,28281,15.1170584923103,120.581261033348
90,28280,16.2341506160728,120.67350096319
46,28279,13.3523921401024,123.523701406347
34,28266,25.9587100837038,121.134005227009
127,28265,45.678734522382,-72.7078131864513
312,28264,16.4895872015687,43.4678667949319
61,28259,37.8401073719582,-122.338455810488
331,28244,42.3590648750519,-70.9792722645173
183,28243,3.17071746906474,101.700061797376
453,28241,7.09306203266934,125.447375783307
7,28238,9.99013275868131,118.857574549951
253,28220,38.587139910938,-82.0053821236653
324,28204,-38.8484029956108,174.089195557145
423,28200,36.1454308434492,-115.053378994286
5,28176,24.9841584511627,55.4938900204051
43,28172,8.19456446396176,124.102638275969
4,28169,17.7918261506689,121.105364126678
498,28148,35.6552300891852,139.388805961738
113,28141,24.6718952744931,46.6343505755542
296,28135,41.7306204479239,-87.9032126345015
176,28134,43.7092018924166,-79.5149826117212
41,28128,29.3370244072394,47.8764756160475
52,28126,33.9646116391995,-118.118720138834
261,28107,33.7597340722034,-117.146291234211
6,28085,52.7603413276026,-8.83829721672395
156,28073,57.7179037842691,11.2853182789743
125,28063,33.6816612501013,131.205055165021
338,28058,32.4397418595567,-81.3336402121409
469,28018,-34.1186308718769,148.622369316822
270,27997,36.2783862763733,-97.4165788420846
148,27996,4.01728422915583,103.312073426944
243,27993,34.7350735535846,-117.238391624293
293,27992,26.0179869554041,-80.378721633273
11,27985,33.8628295972106,133.965508216975
155,27970,72.4808711036056,-74.122042437749
103,27948,32.5795308686619,-117.050562452455
85,27910,33.8717170237206,-118.435347940066
165,27906,40.7344658601107,-74.0261314974934
20,27891,35.6836488390712,139.731765708383
327,27886,38.9034369871244,-77.1254988304181
228,27881,33.626707315862,-84.3813984619034
107,27845,22.9378045758881,53.1110013079337
164,27836,-32.4331340608987,116.210194117829
465,27825,20.527513360176,-103.571794437635
457,27822,2.65357832921582,101.965424190763
494,27816,-6.35356026230271,106.834091954452
177,27812,21.4664461303762,-158.388351371098
75,27783,39.4360793933191,-76.6056807140482
147,27780,41.4983904613094,2.12150160276451
38,27779,-6.22994936453334,107.028189665967
332,27768,42.7507858656674,-75.8782797377361
218,27736,41.0431279134186,-116.228758413665
80,27732,29.414994566275,-98.5701426434839
356,27730,-6.16449527058428,106.745813859574
29,27718,36.7127529030668,-76.2630963034781
309,27696,52.4406872828149,-1.76685497916936
395,27691,5.08528383083404,115.797915388923
59,27660,35.9785745368825,139.579380459756
496,27620,34.1985625053696,-118.443978335716
418,27603,36.4837903258666,138.095338899309
493,27598,32.9896336377527,-96.5914268628551
307,27568,8.30685847612724,99.0247563234008
277,27521,34.8398456370423,-81.2332728603905
479,27485,45.4974568141316,-122.703944870482
233,27400,34.8347999363124,137.468898850073
149,27325,39.6359860940151,-119.627641544905
490,27309,30.3436646614983,-95.9281907135848
250,27292,47.5050129902545,-122.250590322652
223,27213,38.0384204660976,-86.3297687697397
141,27143,23.1451458241145,58.2414124435065
10,27136,51.4537300565691,-0.129693516139481
481,27040,36.3698908684118,139.136037624398
257,26953,31.6562987131913,-106.428156166686
135,26917,21.9185283866562,39.4194005922737
460,26779,29.7437286746516,-95.3830068702915
366,26760,2.93067659743501,101.740115532293
343,26716,26.2610969237406,-85.4012027740471
275,26696,25.8210729450154,50.632460404142
258,26636,34.215064143152,-119.167048607696
23,26635,-16.6613486277422,141.213784604186
154,26547,33.7665671579433,-117.858089814477
190,26480,27.8673893354494,-97.4573404139693
66,26466,21.0095718116441,43.3864975036211
146,26452,35.1862792139228,136.922673428096
